country,year,age,sex,suicides/100k
Brazil,2014,25-34,0,11.26
Brazil,2014,15-24,0,7.71
Brazil,2014,35-54,1,3.11
Brazil,2014,55-74,1,2.67
Brazil,2014,25-34,1,2.61
Brazil,2014,75+,1,2.28
Brazil,2014,15-24,1,2.17
Brazil,2014,5-14,0,0.52
Brazil,2014,5-14,1,0.4
Brazil,2015,75+,0,19.19
Brazil,2015,55-74,0,13.04
Brazil,2015,35-54,0,12
Brazil,2015,25-34,0,10.76
Brazil,2015,15-24,0,7.91
Brazil,2015,35-54,1,3.2
Brazil,2015,55-74,1,3.17
Brazil,2015,25-34,1,2.66
Brazil,2015,75+,1,2.34
Brazil,2015,15-24,1,2.33
Brazil,2015,5-14,0,0.49
Brazil,2015,5-14,1,0.36
Bulgaria,1985,75+,0,131.17
Bulgaria,1985,75+,1,42.21
Bulgaria,1985,55-74,0,39.13
Bulgaria,1985,35-54,0,22.83
Bulgaria,1985,55-74,1,17.64
Bulgaria,1985,25-34,0,16.81
Bulgaria,1985,15-24,0,12.76
Bulgaria,1985,35-54,1,7.41
Bulgaria,1985,25-34,1,5.81
Bulgaria,1985,15-24,1,5.38
Bulgaria,1985,5-14,0,1.65
Bulgaria,1985,5-14,1,0.32
Bulgaria,1986,75+,0,103.8
Bulgaria,1986,75+,1,43.03
Bulgaria,1986,55-74,0,35.63
Bulgaria,1986,35-54,0,23.82
Bulgaria,1986,25-34,0,19.68
Bulgaria,1986,55-74,1,19.33
Bulgaria,1986,15-24,0,10.6
Bulgaria,1986,35-54,1,7.49
Bulgaria,1986,15-24,1,6.6
Bulgaria,1986,25-34,1,3.23
Bulgaria,1986,5-14,0,1.8
Bulgaria,1986,5-14,1,0.47
Bulgaria,1987,75+,0,131.87
Bulgaria,1987,75+,1,42.29
Bulgaria,1987,55-74,0,40.73
Bulgaria,1987,35-54,0,23.95
Bulgaria,1987,55-74,1,18.71
Bulgaria,1987,25-34,0,17.34
Bulgaria,1987,15-24,0,13.07
Bulgaria,1987,35-54,1,6.76
Bulgaria,1987,15-24,1,5.88
Bulgaria,1987,25-34,1,4.48
Bulgaria,1987,5-14,0,2.23
Bulgaria,1987,5-14,1,1.09
Bulgaria,1988,75+,0,118.12
Bulgaria,1988,75+,1,42.32
Bulgaria,1988,55-74,0,40.11
Bulgaria,1988,35-54,0,23.56
Bulgaria,1988,55-74,1,17.14
Bulgaria,1988,25-34,0,15.73
Bulgaria,1988,15-24,0,12.5
Bulgaria,1988,35-54,1,6.6
Bulgaria,1988,25-34,1,6.29
Bulgaria,1988,15-24,1,6.19
Bulgaria,1988,5-14,0,3.14
Bulgaria,1988,5-14,1,0.79
Bulgaria,1989,75+,0,122.41
Bulgaria,1989,55-74,0,39.67
Bulgaria,1989,75+,1,38.9
Bulgaria,1989,35-54,0,24.54
Bulgaria,1989,55-74,1,17.49
Bulgaria,1989,25-34,0,17.15
Bulgaria,1989,15-24,0,10.89
Bulgaria,1989,35-54,1,6.94
Bulgaria,1989,15-24,1,6.43
Bulgaria,1989,25-34,1,4.56
Bulgaria,1989,5-14,0,2.73
Bulgaria,1989,5-14,1,0.48
Bulgaria,1990,75+,0,97.1
Bulgaria,1990,75+,1,38.87
Bulgaria,1990,55-74,0,33.66
Bulgaria,1990,35-54,0,20.56
Bulgaria,1990,25-34,0,17.18
Bulgaria,1990,55-74,1,16.33
Bulgaria,1990,15-24,0,13.92
Bulgaria,1990,35-54,1,7.18
Bulgaria,1990,25-34,1,4.94
Bulgaria,1990,15-24,1,4.21
Bulgaria,1990,5-14,0,2.16
Bulgaria,1990,5-14,1,0.32
Bulgaria,1991,75+,0,114.88
Bulgaria,1991,55-74,0,34.75
Bulgaria,1991,75+,1,29.53
Bulgaria,1991,35-54,0,24.48
Bulgaria,1991,55-74,1,18.81
Bulgaria,1991,25-34,0,18.25
Bulgaria,1991,15-24,0,12.13
Bulgaria,1991,35-54,1,5.74
Bulgaria,1991,25-34,1,3.85
Bulgaria,1991,15-24,1,3.65
Bulgaria,1991,5-14,0,1.88
Bulgaria,1991,5-14,1,0.99
Bulgaria,1992,75+,0,125.23
Bulgaria,1992,75+,1,44.33
Bulgaria,1992,55-74,0,41.97
Bulgaria,1992,35-54,0,28.31
Bulgaria,1992,25-34,0,19.98
Bulgaria,1992,55-74,1,16.68
Bulgaria,1992,15-24,0,15.65
Bulgaria,1992,35-54,1,7.01
Bulgaria,1992,25-34,1,4.89
Bulgaria,1992,15-24,1,4.82
Bulgaria,1992,5-14,0,1.02
Bulgaria,1992,5-14,1,0.71
Bulgaria,1993,75+,0,90.15
Bulgaria,1993,75+,1,42.59
Bulgaria,1993,55-74,0,39.89
Bulgaria,1993,35-54,0,27.43
Bulgaria,1993,25-34,0,20.92
Bulgaria,1993,55-74,1,19.53
Bulgaria,1993,15-24,0,15.44
Bulgaria,1993,25-34,1,8.25
Bulgaria,1993,35-54,1,6.24
Bulgaria,1993,15-24,1,5.64
Bulgaria,1993,5-14,0,1.73
Bulgaria,1993,5-14,1,0.55
Bulgaria,1994,75+,0,112.47
Bulgaria,1994,55-74,0,41.51
Bulgaria,1994,75+,1,38.22
Bulgaria,1994,35-54,0,29.24
Bulgaria,1994,55-74,1,15.78
Bulgaria,1994,25-34,0,15.59
Bulgaria,1994,15-24,0,13.35
Bulgaria,1994,35-54,1,8.89
Bulgaria,1994,25-34,1,6.02
Bulgaria,1994,15-24,1,4.98
Bulgaria,1994,5-14,0,1.59
Bulgaria,1994,5-14,1,0.75
Bulgaria,1995,75+,0,104.77
Bulgaria,1995,55-74,0,40.29
Bulgaria,1995,75+,1,35.58
Bulgaria,1995,35-54,0,27.24
Bulgaria,1995,55-74,1,18.23
Bulgaria,1995,25-34,0,17.97
Bulgaria,1995,15-24,0,13.86
Bulgaria,1995,35-54,1,6.8
Bulgaria,1995,25-34,1,6.72
Bulgaria,1995,15-24,1,3.99
Bulgaria,1995,5-14,0,1.26
Bulgaria,1995,5-14,1,1.14
Bulgaria,1996,75+,0,114.92
Bulgaria,1996,55-74,0,41.03
Bulgaria,1996,75+,1,38.75
Bulgaria,1996,35-54,0,33.29
Bulgaria,1996,55-74,1,16.76
Bulgaria,1996,25-34,0,16.11
Bulgaria,1996,15-24,0,15.17
Bulgaria,1996,35-54,1,7.72
Bulgaria,1996,25-34,1,5.63
Bulgaria,1996,15-24,1,4.17
Bulgaria,1996,5-14,1,1.36
Bulgaria,1996,5-14,0,1.29
Bulgaria,1997,75+,0,98.77
Bulgaria,1997,55-74,0,41.21
Bulgaria,1997,75+,1,37.85
Bulgaria,1997,35-54,0,26.62
Bulgaria,1997,55-74,1,19.9
Bulgaria,1997,25-34,0,15.35
Bulgaria,1997,15-24,0,14.08
Bulgaria,1997,35-54,1,8.82
Bulgaria,1997,25-34,1,5.63
Bulgaria,1997,15-24,1,4.85
Bulgaria,1997,5-14,0,1.89
Bulgaria,1997,5-14,1,1.39
Bulgaria,1998,75+,0,115.52
Bulgaria,1998,75+,1,50.38
Bulgaria,1998,55-74,0,43.08
Bulgaria,1998,35-54,0,26.45
Bulgaria,1998,25-34,0,16.7
Bulgaria,1998,55-74,1,15.81
Bulgaria,1998,15-24,0,14.76
Bulgaria,1998,35-54,1,7.7
Bulgaria,1998,25-34,1,5.97
Bulgaria,1998,15-24,1,5.89
Bulgaria,1998,5-14,0,1.74
Bulgaria,1998,5-14,1,0.61
Bulgaria,1999,75+,0,99.11
Bulgaria,1999,55-74,0,38.64
Bulgaria,1999,75+,1,28.08
Bulgaria,1999,35-54,0,26.63
Bulgaria,1999,25-34,0,15.1
Bulgaria,1999,55-74,1,13.69
Bulgaria,1999,15-24,0,12
Bulgaria,1999,35-54,1,6.84
Bulgaria,1999,25-34,1,5.18
Bulgaria,1999,15-24,1,3.41
Bulgaria,1999,5-14,0,1.4
Bulgaria,1999,5-14,1,0.63
Bulgaria,2000,75+,0,96.58
Bulgaria,2000,55-74,0,35.52
Bulgaria,2000,75+,1,35.44
Bulgaria,2000,35-54,0,32.91
Bulgaria,2000,25-34,0,17.36
Bulgaria,2000,55-74,1,13.17
Bulgaria,2000,15-24,0,8.91
Bulgaria,2000,35-54,1,8.32
Bulgaria,2000,25-34,1,6.49
Bulgaria,2000,15-24,1,3.48
Bulgaria,2000,5-14,0,1.04
Bulgaria,2000,5-14,1,0
Bulgaria,2001,75+,0,84.01
Bulgaria,2001,55-74,0,39.86
Bulgaria,2001,75+,1,33.88
Bulgaria,2001,35-54,0,27.37
Bulgaria,2001,25-34,0,17.55
Bulgaria,2001,55-74,1,12.25
Bulgaria,2001,15-24,0,11.06
Bulgaria,2001,35-54,1,8.37
Bulgaria,2001,15-24,1,4.63
Bulgaria,2001,25-34,1,3.82
Bulgaria,2001,5-14,1,0.93
Bulgaria,2001,5-14,0,0.89
Bulgaria,2002,75+,0,91.16
Bulgaria,2002,55-74,0,40.79
Bulgaria,2002,75+,1,30.84
Bulgaria,2002,35-54,0,28.96
Bulgaria,2002,25-34,0,17.26
Bulgaria,2002,55-74,1,12.13
Bulgaria,2002,15-24,0,9.07
Bulgaria,2002,35-54,1,6.93
Bulgaria,2002,15-24,1,4.31
Bulgaria,2002,25-34,1,3.76
Bulgaria,2002,5-14,0,1.4
Bulgaria,2002,5-14,1,0.74
Bulgaria,2003,75+,0,81.04
Bulgaria,2003,55-74,0,31.23
Bulgaria,2003,35-54,0,24.16
Bulgaria,2003,75+,1,23.74
Bulgaria,2003,25-34,0,11.82
Bulgaria,2003,55-74,1,11.17
Bulgaria,2003,15-24,0,8.82
Bulgaria,2003,35-54,1,6.08
Bulgaria,2003,25-34,1,4.1
Bulgaria,2003,15-24,1,2.47
Bulgaria,2003,5-14,1,1.55
Bulgaria,2003,5-14,0,1.47
Bulgaria,2004,75+,0,68.88
Bulgaria,2004,55-74,0,30.68
Bulgaria,2004,35-54,0,22.13
Bulgaria,2004,75+,1,17.91
Bulgaria,2004,25-34,0,12.67
Bulgaria,2004,55-74,1,10.8
Bulgaria,2004,15-24,0,7.29
Bulgaria,2004,35-54,1,6.85
Bulgaria,2004,25-34,1,2.5
Bulgaria,2004,15-24,1,2.3
Bulgaria,2004,5-14,0,1.29
Bulgaria,2004,5-14,1,0.82
Bulgaria,2005,75+,0,60.05
Bulgaria,2005,55-74,0,33.3
Bulgaria,2005,75+,1,21.41
Bulgaria,2005,35-54,0,20.02
Bulgaria,2005,25-34,0,13.02
Bulgaria,2005,55-74,1,8.59
Bulgaria,2005,15-24,0,7.21
Bulgaria,2005,35-54,1,5.16
Bulgaria,2005,15-24,1,3.89
Bulgaria,2005,25-34,1,3.75
Bulgaria,2005,5-14,1,0.85
Bulgaria,2005,5-14,0,0.81
Bulgaria,2006,75+,0,72.48
Bulgaria,2006,55-74,0,33.93
Bulgaria,2006,75+,1,20.99
Bulgaria,2006,35-54,0,18.42
Bulgaria,2006,25-34,0,13.55
Bulgaria,2006,15-24,0,8.47
Bulgaria,2006,55-74,1,7.43
Bulgaria,2006,35-54,1,4.92
Bulgaria,2006,25-34,1,3.04
Bulgaria,2006,15-24,1,2.18
Bulgaria,2006,5-14,0,1.12
Bulgaria,2006,5-14,1,0
Bulgaria,2007,75+,0,70.16
Bulgaria,2007,55-74,0,29.59
Bulgaria,2007,75+,1,20.31
Bulgaria,2007,35-54,0,16.97
Bulgaria,2007,25-34,0,9.43
Bulgaria,2007,55-74,1,8.35
Bulgaria,2007,15-24,0,7.52
Bulgaria,2007,35-54,1,5.41
Bulgaria,2007,25-34,1,2.69
Bulgaria,2007,15-24,1,1.83
Bulgaria,2007,5-14,1,1.51
Bulgaria,2007,5-14,0,0
Bulgaria,2008,75+,0,60.36
Bulgaria,2008,55-74,0,30.93
Bulgaria,2008,35-54,0,19.37
Bulgaria,2008,75+,1,18.73
Bulgaria,2008,55-74,1,10.81
Bulgaria,2008,25-34,0,10.31
Bulgaria,2008,15-24,0,9.52
Bulgaria,2008,35-54,1,3.84
Bulgaria,2008,25-34,1,3.78
Bulgaria,2008,15-24,1,2.09
Bulgaria,2008,5-14,1,0.31
Bulgaria,2008,5-14,0,0.29
Bulgaria,2009,75+,0,53.96
Bulgaria,2009,55-74,0,30.13
Bulgaria,2009,35-54,0,19.93
Bulgaria,2009,75+,1,17.47
Bulgaria,2009,25-34,0,10.42
Bulgaria,2009,55-74,1,7.35
Bulgaria,2009,15-24,0,5.95
Bulgaria,2009,35-54,1,4.6
Bulgaria,2009,25-34,1,2.37
Bulgaria,2009,15-24,1,1.94
Bulgaria,2009,5-14,0,0.3
Bulgaria,2009,5-14,1,0
Bulgaria,2010,75+,0,61.01
Bulgaria,2010,55-74,0,27.16
Bulgaria,2010,35-54,0,19.09
Bulgaria,2010,75+,1,16.36
Bulgaria,2010,25-34,0,10.06
Bulgaria,2010,55-74,1,7.56
Bulgaria,2010,15-24,0,7.49
Bulgaria,2010,35-54,1,5.37
Bulgaria,2010,25-34,1,2.05
Bulgaria,2010,15-24,1,1.8
Bulgaria,2010,5-14,0,0.3
Bulgaria,2010,5-14,1,0
Bulgaria,2011,75+,0,43.2
Bulgaria,2011,55-74,0,25.68
Bulgaria,2011,35-54,0,19.07
Bulgaria,2011,75+,1,12.87
Bulgaria,2011,25-34,0,10.86
Bulgaria,2011,15-24,0,8.13
Bulgaria,2011,55-74,1,5.15
Bulgaria,2011,35-54,1,3.96
Bulgaria,2011,15-24,1,2.62
Bulgaria,2011,25-34,1,1.38
Bulgaria,2011,5-14,0,0.6
Bulgaria,2011,5-14,1,0
Bulgaria,2012,75+,0,61.19
Bulgaria,2012,55-74,0,29.44
Bulgaria,2012,35-54,0,17.2
Bulgaria,2012,75+,1,16.11
Bulgaria,2012,25-34,0,11.91
Bulgaria,2012,15-24,0,10.75
Bulgaria,2012,55-74,1,6.5
Bulgaria,2012,35-54,1,4.54
Bulgaria,2012,15-24,1,3.54
Bulgaria,2012,25-34,1,2.69
Bulgaria,2012,5-14,0,0.3
Bulgaria,2012,5-14,1,0
Bulgaria,2013,75+,0,49.52
Bulgaria,2013,55-74,0,24.91
Bulgaria,2013,35-54,0,15.58
Bulgaria,2013,75+,1,12.35
Bulgaria,2013,25-34,0,10.88
Bulgaria,2013,15-24,0,8.04
Bulgaria,2013,55-74,1,4.09
Bulgaria,2013,35-54,1,4.05
Bulgaria,2013,25-34,1,2.52
Bulgaria,2013,15-24,1,1.6
Bulgaria,2013,5-14,1,0.32
Bulgaria,2013,5-14,0,0.3
Bulgaria,2014,75+,0,52.83
Bulgaria,2014,55-74,0,23.27
Bulgaria,2014,75+,1,17.52
Bulgaria,2014,35-54,0,14.82
Bulgaria,2014,25-34,0,9.24
Bulgaria,2014,15-24,0,8.71
Bulgaria,2014,55-74,1,5.37
Bulgaria,2014,35-54,1,3.27
Bulgaria,2014,25-34,1,2.75
Bulgaria,2014,15-24,1,1.4
Bulgaria,2014,5-14,0,0.59
Bulgaria,2014,5-14,1,0
Cabo Verde,2011,75+,0,40.37
Cabo Verde,2011,35-54,0,38.24
Cabo Verde,2011,25-34,0,18.62
Cabo Verde,2011,55-74,1,10.06
Cabo Verde,2011,15-24,0,8.71
Cabo Verde,2011,55-74,0,6.74
Cabo Verde,2011,5-14,0,5.24
Cabo Verde,2011,35-54,1,4.08
Cabo Verde,2011,15-24,1,1.78
Cabo Verde,2011,25-34,1,0
Cabo Verde,2011,5-14,1,0
Cabo Verde,2011,75+,1,0
Canada,1985,75+,0,28.45
Canada,1985,55-74,0,27.27
Canada,1985,25-34,0,27
Canada,1985,35-54,0,25.4
Canada,1985,15-24,0,25.17
Canada,1985,35-54,1,8.43
Canada,1985,55-74,1,7.93
Canada,1985,25-34,1,6.56
Canada,1985,75+,1,5.29
Canada,1985,15-24,1,3.97
Canada,1985,5-14,0,0.7
Canada,1985,5-14,1,0.29
Canada,1986,75+,0,36.26
Canada,1986,25-34,0,31.97
Canada,1986,35-54,0,28.34
Canada,1986,55-74,0,27.91
Canada,1986,15-24,0,26.93
Canada,1986,35-54,1,9.94
Canada,1986,55-74,1,9.03
Canada,1986,25-34,1,7.55
Canada,1986,75+,1,5.51
Canada,1986,15-24,1,5.29
Canada,1986,5-14,0,1.09
Canada,1986,5-14,1,0.29
Canada,1987,25-34,0,30.95
Canada,1987,75+,0,28.63
Canada,1987,55-74,0,28.2
Canada,1987,35-54,0,27.49
Canada,1987,15-24,0,25.52
Canada,1987,35-54,1,9.38
Canada,1987,55-74,1,7.96
Canada,1987,25-34,1,7.68
Canada,1987,75+,1,6.92
Canada,1987,15-24,1,4.95
Canada,1987,5-14,0,1.36
Canada,1987,5-14,1,0.29
Canada,1988,75+,0,30.6
Canada,1988,25-34,0,29.19
Canada,1988,55-74,0,27.27
Canada,1988,15-24,0,26.89
Canada,1988,35-54,0,25.31
Canada,1988,35-54,1,9.83
Canada,1988,25-34,1,7.15
Canada,1988,55-74,1,6.53
Canada,1988,75+,1,6.21
Canada,1988,15-24,1,4.88
Canada,1988,5-14,0,1.29
Canada,1988,5-14,1,0.23
Canada,1989,75+,0,29.46
Canada,1989,25-34,0,28.31
Canada,1989,15-24,0,26.44
Canada,1989,55-74,0,25.75
Canada,1989,35-54,0,25.25
Canada,1989,35-54,1,9.51
Canada,1989,55-74,1,7.42
Canada,1989,25-34,1,7.34
Canada,1989,75+,1,5.4
Canada,1989,15-24,1,4.74
Canada,1989,5-14,0,1.02
Canada,1989,5-14,1,0.34
Canada,1990,75+,0,32.42
Canada,1990,25-34,0,29.63
Canada,1990,35-54,0,25.38
Canada,1990,15-24,0,24.56
Canada,1990,55-74,0,21.83
Canada,1990,35-54,1,8.36
Canada,1990,25-34,1,6.45
Canada,1990,55-74,1,5.64
Canada,1990,15-24,1,4.98
Canada,1990,75+,1,4.16
Canada,1990,5-14,0,1.22
Canada,1990,5-14,1,0.39
Canada,1991,25-34,0,29.46
Canada,1991,75+,0,29.02
Canada,1991,15-24,0,27.73
Canada,1991,35-54,0,26.59
Canada,1991,55-74,0,24.12
Canada,1991,35-54,1,7.38
Canada,1991,25-34,1,7.24
Canada,1991,55-74,1,6.8
Canada,1991,15-24,1,4.03
Canada,1991,75+,1,3.89
Canada,1991,5-14,0,1.03
Canada,1991,5-14,1,0.49
Canada,1992,25-34,0,28.85
Canada,1992,75+,0,27.21
Canada,1992,35-54,0,26.22
Canada,1992,15-24,0,24.68
Canada,1992,55-74,0,23.81
Canada,1992,35-54,1,8.37
Canada,1992,55-74,1,6.31
Canada,1992,25-34,1,6.2
Canada,1992,15-24,1,6.04
Canada,1992,75+,1,4.19
Canada,1992,5-14,0,1.3
Canada,1992,5-14,1,0.42
Canada,1993,35-54,0,28.17
Canada,1993,25-34,0,28.07
Canada,1993,75+,0,26.88
Canada,1993,15-24,0,23.75
Canada,1993,55-74,0,23.45
Canada,1993,35-54,1,8.25
Canada,1993,75+,1,6.41
Canada,1993,55-74,1,6.22
Canada,1993,25-34,1,5.84
Canada,1993,15-24,1,4.7
Canada,1993,5-14,0,1.34
Canada,1993,5-14,1,0.94
Canada,1994,75+,0,30.33
Canada,1994,35-54,0,27.53
Canada,1994,25-34,0,25.21
Canada,1994,15-24,0,24.7
Canada,1994,55-74,0,22.13
Canada,1994,35-54,1,8.18
Canada,1994,55-74,1,6.39
Canada,1994,25-34,1,5.49
Canada,1994,15-24,1,5.32
Canada,1994,75+,1,4.18
Canada,1994,5-14,0,1.83
Canada,1994,5-14,1,0.62
Canada,1995,25-34,0,29.89
Canada,1995,35-54,0,29.29
Canada,1995,75+,0,26.55
Canada,1995,15-24,0,24.72
Canada,1995,55-74,0,21.56
Canada,1995,35-54,1,8.47
Canada,1995,55-74,1,6.53
Canada,1995,25-34,1,5.8
Canada,1995,15-24,1,4.87
Canada,1995,75+,1,3.69
Canada,1995,5-14,0,1.08
Canada,1995,5-14,1,1.07
Canada,1996,75+,0,29.15
Canada,1996,35-54,0,28.98
Canada,1996,25-34,0,26.25
Canada,1996,15-24,0,23.8
Canada,1996,55-74,0,22.87
Canada,1996,35-54,1,9.87
Canada,1996,55-74,1,5.96
Canada,1996,25-34,1,5.84
Canada,1996,15-24,1,4.63
Canada,1996,75+,1,3.53
Canada,1996,5-14,0,1.55
Canada,1996,5-14,1,0.46
Canada,1997,35-54,0,27.18
Canada,1997,75+,0,26.98
Canada,1997,25-34,0,22.67
Canada,1997,15-24,0,22.35
Canada,1997,55-74,0,21.78
Canada,1997,35-54,1,7.87
Canada,1997,25-34,1,5.89
Canada,1997,55-74,1,5.36
Canada,1997,15-24,1,4.54
Canada,1997,75+,1,4.33
Canada,1997,5-14,0,1.87
Canada,1997,5-14,1,0.61
Canada,1998,35-54,0,26.44
Canada,1998,25-34,0,24.68
Canada,1998,75+,0,24.54
Canada,1998,15-24,0,21.86
Canada,1998,55-74,0,21.66
Canada,1998,35-54,1,7.36
Canada,1998,25-34,1,5.91
Canada,1998,15-24,1,5.27
Canada,1998,55-74,1,5.19
Canada,1998,75+,1,4.98
Canada,1998,5-14,0,1.43
Canada,1998,5-14,1,0.8
Canada,1999,35-54,0,30.4
Canada,1999,25-34,0,27.24
Canada,1999,75+,0,24.96
Canada,1999,55-74,0,22.21
Canada,1999,15-24,0,22.15
Canada,1999,35-54,1,9.18
Canada,1999,55-74,1,5.83
Canada,1999,25-34,1,5.35
Canada,1999,75+,1,5.11
Canada,1999,15-24,1,4.47
Canada,1999,5-14,0,1.19
Canada,1999,5-14,1,0.35
Canada,2000,35-54,0,25.91
Canada,2000,75+,0,22.66
Canada,2000,25-34,0,21.74
Canada,2000,15-24,0,20.18
Canada,2000,55-74,0,19.03
Canada,2000,35-54,1,8.14
Canada,2000,15-24,1,5.51
Canada,2000,25-34,1,5.46
Canada,2000,55-74,1,5.34
Canada,2000,75+,1,2.8
Canada,2000,5-14,0,1.38
Canada,2000,5-14,1,0.85
Canada,2001,35-54,0,27.53
Canada,2001,25-34,0,22.91
Canada,2001,75+,0,19.67
Canada,2001,55-74,0,19.56
Canada,2001,15-24,0,18.36
Canada,2001,35-54,1,8.01
Canada,2001,55-74,1,6.15
Canada,2001,25-34,1,5.35
Canada,2001,15-24,1,5.1
Canada,2001,75+,1,3.47
Canada,2001,5-14,0,0.67
Canada,2001,5-14,1,0.65
Canada,2002,35-54,0,26.22
Canada,2002,75+,0,23.71
Canada,2002,25-34,0,21.24
Canada,2002,55-74,0,20.66
Canada,2002,15-24,0,17.51
Canada,2002,35-54,1,7.51
Canada,2002,25-34,1,5.79
Canada,2002,55-74,1,5.54
Canada,2002,15-24,1,5.18
Canada,2002,75+,1,2.66
Canada,2002,5-14,0,0.86
Canada,2002,5-14,1,0.85
Canada,2003,35-54,0,26.6
Canada,2003,55-74,0,22.03
Canada,2003,75+,0,21
Canada,2003,25-34,0,19.32
Canada,2003,15-24,0,18.5
Canada,2003,35-54,1,8.84
Canada,2003,15-24,1,5.37
Canada,2003,25-34,1,5.3
Canada,2003,55-74,1,5.19
Canada,2003,75+,1,3.81
Canada,2003,5-14,0,0.91
Canada,2003,5-14,1,0.4
Canada,2004,35-54,0,24.28
Canada,2004,25-34,0,21.48
Canada,2004,75+,0,20.68
Canada,2004,55-74,0,18.26
Canada,2004,15-24,0,16.99
Canada,2004,35-54,1,8.58
Canada,2004,55-74,1,6.29
Canada,2004,25-34,1,5.25
Canada,2004,15-24,1,4.75
Canada,2004,75+,1,3.72
Canada,2004,5-14,0,0.82
Canada,2004,5-14,1,0.56
Canada,2005,35-54,0,26.72
Canada,2005,75+,0,21.37
Canada,2005,55-74,0,19.23
Canada,2005,25-34,0,18.56
Canada,2005,15-24,0,16.8
Canada,2005,35-54,1,8.33
Canada,2005,15-24,1,6.11
Canada,2005,55-74,1,5.33
Canada,2005,75+,1,4.79
Canada,2005,25-34,1,4.39
Canada,2005,5-14,1,1.28
Canada,2005,5-14,0,0.93
Canada,2006,35-54,0,23.8
Canada,2006,75+,0,23.31
Canada,2006,55-74,0,20.58
Canada,2006,25-34,0,16.3
Canada,2006,15-24,0,14.47
Canada,2006,35-54,1,7.21
Canada,2006,55-74,1,6.09
Canada,2006,25-34,1,5.42
Canada,2006,15-24,1,3.95
Canada,2006,75+,1,3.71
Canada,2006,5-14,1,0.94
Canada,2006,5-14,0,0.65
Canada,2007,35-54,0,24.17
Canada,2007,75+,0,21.86
Canada,2007,25-34,0,17.95
Canada,2007,55-74,0,17.93
Canada,2007,15-24,0,15.49
Canada,2007,35-54,1,7.95
Canada,2007,55-74,1,5.93
Canada,2007,15-24,1,5.26
Canada,2007,25-34,1,5.11
Canada,2007,75+,1,4.1
Canada,2007,5-14,0,0.91
Canada,2007,5-14,1,0.79
Canada,2008,35-54,0,24.44
Canada,2008,75+,0,22.16
Canada,2008,55-74,0,18.96
Canada,2008,25-34,0,17.28
Canada,2008,15-24,0,14.69
Canada,2008,35-54,1,8.2
Canada,2008,55-74,1,7.05
Canada,2008,15-24,1,5.34
Canada,2008,25-34,1,5.24
Canada,2008,75+,1,2.93
Canada,2008,5-14,0,0.82
Canada,2008,5-14,1,0.48
Canada,2009,35-54,0,26.11
Canada,2009,55-74,0,21.14
Canada,2009,75+,0,20.38
Canada,2009,25-34,0,18.79
Canada,2009,15-24,0,14.82
Canada,2009,35-54,1,7.97
Canada,2009,15-24,1,5.81
Canada,2009,55-74,1,5.66
Canada,2009,25-34,1,5.19
Canada,2009,75+,1,3.48
Canada,2009,5-14,0,0.67
Canada,2009,5-14,1,0.65
Canada,2010,35-54,0,25.39
Canada,2010,75+,0,21.79
Canada,2010,55-74,0,20.7
Canada,2010,25-34,0,17.28
Canada,2010,15-24,0,15.73
Canada,2010,35-54,1,7.97
Canada,2010,55-74,1,6.75
Canada,2010,25-34,1,6.59
Canada,2010,15-24,1,5.13
Canada,2010,75+,1,3.64
Canada,2010,5-14,0,0.99
Canada,2010,5-14,1,0.71
Canada,2011,35-54,0,22.21
Canada,2011,55-74,0,19.77
Canada,2011,75+,0,19.5
Canada,2011,25-34,0,17.08
Canada,2011,15-24,0,15.45
Canada,2011,35-54,1,7.75
Canada,2011,15-24,1,6
Canada,2011,55-74,1,5.92
Canada,2011,25-34,1,5.65
Canada,2011,75+,1,4.02
Canada,2011,5-14,1,0.99
Canada,2011,5-14,0,0.68
Canada,2012,35-54,0,23.83
Canada,2012,55-74,0,21.47
Canada,2012,75+,0,18.61
Canada,2012,25-34,0,17.23
Canada,2012,15-24,0,16.15
Canada,2012,35-54,1,7.67
Canada,2012,55-74,1,6.42
Canada,2012,15-24,1,6.07
Canada,2012,25-34,1,5.37
Canada,2012,75+,1,3.24
Canada,2012,5-14,1,0.94
Canada,2012,5-14,0,0.88
Canada,2013,35-54,0,24.72
Canada,2013,75+,0,23.31
Canada,2013,55-74,0,21.8
Canada,2013,25-34,0,17.87
Canada,2013,15-24,0,12.7
Canada,2013,35-54,1,7.99
Canada,2013,55-74,1,6.56
Canada,2013,15-24,1,6.1
Canada,2013,25-34,1,5.55
Canada,2013,75+,1,4.61
Canada,2013,5-14,1,1.1
Canada,2013,5-14,0,0.78
Chile,1985,75+,0,38.81
Chile,1985,55-74,0,18.59
Chile,1985,35-54,0,14.48
Chile,1985,25-34,0,12.67
Chile,1985,15-24,0,10.73
Chile,1985,55-74,1,3.31
Chile,1985,35-54,1,3.19
Chile,1985,15-24,1,2.22
Chile,1985,75+,1,2.12
Chile,1985,25-34,1,1.98
Chile,1985,5-14,0,0.73
Chile,1985,5-14,1,0.08
Chile,1986,75+,0,22.98
Chile,1986,55-74,0,21.09
Chile,1986,35-54,0,12.61
Chile,1986,25-34,0,12.1
Chile,1986,15-24,0,8.56
Chile,1986,15-24,1,3
Chile,1986,35-54,1,2.83
Chile,1986,25-34,1,2.55
Chile,1986,55-74,1,2.28
Chile,1986,75+,1,2.03
Chile,1986,5-14,0,0.57
